Year,Quarter,Company_ID,Revenue,Expenses,Operating_Income,Net_Income,Assets,Liabilities,Equity,Cash_Flow,EPS,ROE,ROA,Debt_to_Equity,Stock_Price,Volume_Traded,News_Sentiment_Score,Social_Media_Buzz,Sector_Trend_Index,Global_Economic_Score,Inflation_Rate,Exchange_Rate,Interest_Rate,Audit_Flag,Fraud_Flag,Market_Shock_Flag,Policy_Change_Flag,Target_Revenue_Next_Qtr,Target_Anomaly_Class
2022,3,CMP_001,205360.0303,199294.6607,6065.369669,-2973.278795,565678.2351,174245.0064,391433.2287,-3142.091312,-1.024197711,-0.759587735,-0.52561308,0.44514618,177.198729,48915,-0.533567177,524,0.593592454,0.679102319,6.52419867,72.46105497,2.695362305,0,0,0,0,208333.0752,0
2022,4,CMP_001,215610.1842,210827.319,4782.865199,-8778.809371,584776.5297,406189.3444,178587.1853,-4692.187081,-2.800221439,-4.915699497,-1.501224643,2.274459635,68.85558686,2605,-0.508084543,515,0.850817518,0.087887625,6.641054207,61.39133723,8.738512282,0,0,0,1,210783.5407,0
2023,1,CMP_001,224814.8712,206108.3119,18706.55928,-54.37491659,452012.7829,311900.9636,140111.8193,2306.856772,-0.007244131,-0.03880823,-0.012029509,2.22608603,414.0135071,1846,0.070073464,25,0.279979094,0.769492933,2.30930624,68.09198091,5.403491509,0,0,0,0,237301.9206,0
2023,2,CMP_001,204758.2312,196687.4016,8070.829546,-4918.011942,430739.0538,187217.1595,243521.8943,-7901.791788,-3.131744185,-2.019535843,-1.141761328,0.768789845,495.1809115,6287,0.619748892,320,0.138824773,0.002710899,1.816872449,71.82915503,6.848815048,0,0,0,0,200982.3567,0
2023,3,CMP_001,230387.6678,195928.6201,34459.0477,14595.10555,555235.1134,250794.9446,304440.1688,23491.8469,1.94747625,4.7940801,2.628635185,0.823790584,43.0854291,22852,-0.720455247,872,0.750501925,0.799537131,6.775928737,64.66012467,3.885533969,0,0,0,0,232684.2976,0
2023,4,CMP_001,243752.2012,202671.1653,41081.03591,26719.51275,750650.0466,356932.4984,393717.5482,30381.80681,6.364422308,6.786467323,3.559516565,0.906569951,207.9114129,19381,-0.866761775,103,0.624237996,0.116898041,7.578824865,75.69270133,4.679244917,0,0,0,0,253946.4102,0
2024,1,CMP_001,224901.1949,199727.5889,25173.60597,17898.48277,590015.7208,235649.7158,354366.005,24057.67716,13.74911197,5.050846447,3.033560317,0.664989622,293.5470487,33265,-0.012037026,841,0.342081749,0.821257305,1.774422159,81.16130729,3.019909299,0,0,0,0,240319.0743,0
2024,2,CMP_001,233552.1254,210732.2481,22819.87735,9679.010699,584720.6616,256270.4345,328450.2271,7402.976451,1.054811751,2.94687289,1.655322162,0.780241307,300.0280615,13999,-0.152806275,345,0.94728334,0.153351403,5.103608824,72.64721697,6.891633883,0,0,1,0,249981.1437,1
2024,3,CMP_001,228169.9759,199492.1845,28677.79139,13069.21187,525949.6112,279024.339,246925.2723,17169.93757,2.713044273,5.292780182,2.484879083,1.129995065,373.4932331,45327,0.680879264,778,0.450839371,0.113238046,7.893888393,80.97245216,2.99730145,0,0,0,0,229647.7249,0
2024,4,CMP_001,221456.223,207686.1945,13770.02854,8700.548199,590623.3799,271254.1098,319369.2701,11761.48224,0.937690375,2.724290974,1.473112731,0.849343175,186.2460773,9666,0.475002496,528,0.587068224,0.03284667,7.38924624,66.20566107,6.621055633,0,0,0,0,222937.3169,0
2015,1,CMP_002,179098.254,110179.6999,68918.5541,49285.43436,522604.7608,273281.6039,249323.157,57194.91463,8.474654646,19.76769224,9.430728163,1.09609395,108.5421783,21806,0.190770035,140,0.397318115,0.426788905,6.598474155,68.73467498,5.745854628,0,0,0,0,191921.6349,0
2015,2,CMP_002,169661.3761,132981.5536,36679.82242,24463.50319,507970.2144,307902.342,200067.8724,21008.22538,6.101742178,12.22760201,4.815932608,1.538989435,56.24161463,49770,-0.253381367,457,0.89743041,0.526578467,6.6052484,84.47328589,8.718310876,0,0,0,0,187982.9899,0
2015,3,CMP_002,178636.1518,110609.8748,68026.27698,54100.54228,478484.5231,252533.3209,225951.2021,62412.44952,9.001013879,23.94346291,11.30664414,1.117645397,365.9902862,8970,-0.513655618,77,0.603197402,0.806850149,7.73854523,83.61024314,3.12865479,0,0,0,0,188917.2929,0
2015,4,CMP_002,182494.8577,126792.7298,55702.12787,37042.76782,593021.1539,257576.5694,335444.5845,44419.37779,8.680136417,11.04288742,6.246449654,0.767866233,36.42949319,15596,-0.30961571,255,0.552047181,0.436126529,3.061260317,83.71133267,8.108846353,0,0,0,0,194964.7593,0
2016,1,CMP_002,175476.4451,126668.5078,48807.93734,43470.89772,445245.986,230037.9798,215208.0062,47973.07101,13.0897439,20.19947979,9.763344103,1.068909953,86.89091555,42401,0.801144602,609,0.272307327,0.018390677,7.400091646,62.94377707,6.612131804,0,0,0,0,182537.826,0
2016,2,CMP_002,187006.844,128529.1566,58477.68738,50847.1182,716016.2721,334743.4857,381272.7864,51594.19613,8.967335546,13.33615197,7.101391433,0.877963226,42.54366405,36835,0.917254355,704,0.082798668,0.603152109,2.717443768,69.73239035,4.309549894,0,0,0,0,200204.8151,0
2016,3,CMP_002,196615.0895,117053.9423,79561.14725,60508.70116,681299.636,262965.4115,418334.2245,55976.44819,18.00652486,14.46420054,8.881364081,0.628601238,305.6374067,16850,0.692815699,506,0.596842849,0.334243891,6.396385426,62.66495633,2.601102254,0,0,0,0,208079.7306,0
2016,4,CMP_002,173493.3402,122511.6475,50981.69263,41899.51557,551788.86,245209.208,306579.652,38273.24667,4.526828062,13.66676337,7.593396426,0.799822188,85.67294284,37408,-0.107988454,814,0.086705212,0.958170793,6.308746898,75.97373463,8.072286764,0,0,1,1,185447.4092,1
2017,1,CMP_002,190261.5971,124819.6757,65441.9214,59667.9843,635442.3276,201858.5337,433583.7939,63491.94066,5.970272236,13.76158084,9.389992091,0.465558299,286.7871591,20541,0.830976595,781,0.120522579,0.731023671,2.348193194,62.88205053,5.374101278,0,0,0,0,212644.4737,0
2017,2,CMP_002,181386.6456,111406.6135,69980.03213,56569.87422,537289.694,351387.1067,185902.5873,59523.85121,11.38389597,30.42984771,10.52874731,1.890167919,214.1530158,41998,-0.369419324,496,0.53840149,0.661655175,6.164990368,73.00420275,5.414536453,0,0,0,1,197087.7672,0
2017,3,CMP_002,184017.6723,117826.5584,66191.11391,60140.66833,371526.3195,119287.2685,252239.051,56468.81949,44.93572423,23.84272701,16.18745838,0.472913564,250.2950369,34039,0.747354228,238,0.398287384,0.091699335,3.354593247,73.06297979,7.858174457,0,0,0,0,194449.311,0
2017,4,CMP_002,192527.8265,121507.8268,71019.99966,65343.48951,427206.7706,195084.8502,232121.9204,62210.05287,6.801129174,28.15050358,15.29551824,0.840441307,403.0348746,46028,-0.821177995,709,0.982330515,0.884198978,5.205589125,82.59309918,9.913479279,0,0,0,0,196380.4524,0
2018,1,CMP_002,183818.5915,115893.9088,67924.68271,61119.60128,384896.0418,174602.795,210293.2468,56670.58034,6.356406966,29.06398669,15.87950892,0.830282463,416.578734,16876,-0.884314647,46,0.216324023,0.518260367,5.180918507,73.12578752,4.081866944,0,0,1,0,205771.4921,1
2018,2,CMP_002,172588.4065,105747.1521,66841.25433,57746.8637,509714.6013,161962.1537,347752.4476,65529.7667,43.78738709,16.60573897,11.32925436,0.465739795,177.9446554,43520,0.101714741,954,0.281390961,0.252649094,1.035574979,77.39285732,2.390268653,0,0,0,0,171702.1913,0
2018,3,CMP_002,178790.954,124830.3398,53960.61414,35362.90835,561875.2253,317372.3015,244502.9238,38519.59197,4.027466137,14.46318425,6.293729775,1.298030701,372.2767611,21695,0.594852043,167,0.245285532,0.15734066,2.122800737,68.35022197,3.90952025,0,0,0,0,191593.859,0
2018,4,CMP_002,177583.8266,120165.4959,57418.3307,52401.52903,552705.4147,333090.3067,219615.108,51281.85399,19.13724701,23.8606212,9.480914721,1.51670033,60.36714774,10882,0.962372356,16,0.115843857,0.376695362,1.063506833,80.46698551,3.027589745,0,0,0,0,181828.2835,0
2019,1,CMP_002,168045.171,116504.428,51540.74301,35235.2605,601200.7503,222144.513,379056.2373,41798.07213,3.698975488,9.295523205,5.860814459,0.58604632,99.86124173,15859,-0.865298797,905,0.473573888,0.057920461,1.522860924,81.31036648,9.921186982,0,0,0,0,168858.0259,0
2019,2,CMP_002,176938.3712,116211.6027,60726.76855,43444.9839,443233.7162,133152.6349,310081.0813,40829.05815,8.327811674,14.01084636,9.801822901,0.429412315,473.2657448,24650,-0.097225951,38,0.527024096,0.825920766,3.088621017,80.99867912,8.18258224,0,0,0,1,190221.1573,0
2019,3,CMP_002,162261.1735,115527.1444,46734.02913,36922.88802,559613.693,334836.3498,224777.3432,34928.27517,4.189543489,16.42642781,6.597924332,1.489635677,363.1635393,27385,0.7287165,207,0.543232806,0.159245738,2.425908745,62.27911226,3.229264305,0,0,0,0,170464.0288,0
2019,4,CMP_002,176166.5234,128369.7775,47796.74593,39083.64659,549080.2851,214259.9438,334820.3413,36496.02863,5.694273905,11.67302036,7.118020379,0.63992511,176.4442227,36201,0.595118201,394,0.984351407,0.149580643,4.252190176,77.01141566,5.164360671,1,0,0,0,192028.8309,1
2020,1,CMP_002,186632.1525,123755.8797,62876.27276,55687.44165,411633.0404,217491.1745,194141.8659,50962.95621,10.42600242,28.68389123,13.52841881,1.120269311,120.9677984,36488,0.119297367,927,0.941237504,0.072416272,4.739695442,82.06333715,2.660068276,0,0,0,1,196950.0446,0
2020,2,CMP_002,169852.5016,120877.6663,48974.83534,42111.53583,644155.8638,346498.3026,297657.5612,46360.60456,6.462295943,14.14764526,6.53747613,1.164083658,163.4412254,26291,0.741938247,689,0.62530466,0.783422726,5.285805901,72.10996119,7.286560946,0,0,0,0,175850.202,0
2020,3,CMP_002,193154.7058,116146.762,77007.94376,63108.76404,637524.1758,313478.0143,324046.1615,67344.89437,15.93190196,19.47523888,9.899038567,0.967386908,245.6876445,5780,-0.635764169,630,0.433655334,0.043661658,2.131707809,60.52152848,7.226104154,0,0,0,0,188366.801,0
2020,4,CMP_002,174265.5205,110995.2798,63270.24069,45663.45459,409242.826,280049.867,129192.959,46902.06508,5.299716135,35.34515732,11.15803423,2.167686763,321.8071127,26963,0.535447776,955,0.040109191,0.867031496,5.05072786,70.96538548,7.802061283,0,0,1,0,176913.167,1
2021,1,CMP_002,184117.5399,109645.6116,74471.9283,55786.47812,445808.2877,244831.9527,200976.335,60259.88142,7.342241619,27.75773482,12.51355788,1.218212844,83.15248886,20975,-0.189379634,477,0.179683109,0.237543325,7.799765658,64.52442382,8.835080747,0,0,0,0,173185.1821,0
2021,2,CMP_002,180469.5021,112096.8694,68372.63263,57506.40958,710837.7223,286647.7092,424190.0131,62357.45955,14.64493205,13.55675707,8.089949053,0.675753083,391.2671003,33419,0.93964209,302,0.234674038,0.88370967,4.094170616,68.27223407,5.590220591,0,0,0,0,188187.9902,0
2021,3,CMP_002,167073.682,110017.2206,57056.46134,42973.38898,453348.4391,232751.2512,220597.1879,49700.24392,5.847936638,19.48047905,9.47910818,1.055096184,234.2569503,18774,0.736542561,619,0.53990584,0.034187766,7.906850863,63.07427021,3.849047299,0,0,0,0,183552.1994,0
2021,4,CMP_002,185163.1694,116026.4739,69136.69552,53847.17948,376762.5328,161726.1698,215036.3631,63443.6457,8.655697209,25.04096456,14.29207386,0.752087542,142.0277984,7570,-0.022306839,427,0.532244989,0.125741512,1.929002577,63.58855905,9.518558335,0,0,0,0,172534.1152,0
2022,1,CMP_002,174403.1551,115368.8988,59034.25625,39584.05376,437858.837,247238.2797,190620.5573,49263.52307,9.06089166,20.76588922,9.040368817,1.297017925,28.40767561,29625,0.23569448,647,0.864608836,0.768519365,1.791768734,79.88775929,9.349422376,0,0,0,0,166722.8562,0
2022,2,CMP_002,186663.7747,120822.5435,65841.23119,56069.55789,696792.9739,485897.9716,210895.0022,62355.97433,30.90363683,26.58648014,8.046802995,2.303980495,158.5690859,40882,0.757031123,380,0.765190865,0.925674831,4.067206425,82.53439124,9.023129272,0,0,0,0,183963.6808,0
2022,3,CMP_002,166688.636,125610.6504,41077.98553,26624.85431,536681.3356,281959.2631,254722.0725,27331.14987,4.48494324,10.45251165,4.961017375,1.106929055,306.313028,9927,-0.253496417,939,0.014667057,0.587061708,2.179110696,76.06439922,8.074754623,0,0,1,0,160816.7063,1
2022,4,CMP_002,179907.775,104752.3493,75155.42569,61914.21211,628553.0466,368455.5098,260097.5368,64732.7241,7.369387808,23.80422855,9.850276352,1.416605148,226.8138039,5431,0.294949428,123,0.95466003,0.654693081,3.660521563,64.92885316,5.833465836,0,0,0,0,181468.6266,0
2023,1,CMP_002,182981.4347,120032.7809,62948.65372,49964.75052,578562.4304,194310.5022,384251.9282,55729.28731,10.86391716,13.00312291,8.636017118,0.505685171,488.8281146,35905,-0.756227813,458,0.123222654,0.859415793,6.598467668,64.61462824,4.362226314,0,0,1,0,191962.1907,1
2023,2,CMP_002,158499.2909,120269.586,38229.70489,24326.62635,568614.2568,317652.0134,250962.2434,21948.228,5.728019178,9.693341127,4.278230111,1.265736268,454.8277303,7295,-0.293157241,153,0.255644998,0.302060502,6.123706473,81.27935652,7.371397356,0,0,0,0,177522.0891,0
2023,3,CMP_002,174501.8983,115414.2131,59087.68525,41048.79088,514044.8881,264292.7046,249752.1834,38725.48036,10.7726996,16.43580862,7.98544871,1.058219796,130.5181608,41390,0.093394825,649,0.256883848,0.632015486,1.409182299,63.54435984,4.196322032,0,0,0,0,187014.4441,0
2023,4,CMP_002,173866.0245,109222.1986,64643.82588,46060.954,616397.7332,250231.7012,366166.0319,50740.30156,7.240288685,12.57925367,7.472602756,0.683383163,212.5701987,11106,-0.31287905,998,0.069423843,0.519059791,1.473287945,80.0089127,3.869696655,0,0,0,0,186354.7177,0
2024,1,CMP_002,168157.2626,111643.1095,56514.15309,41471.84876,670658.0324,378744.5172,291913.5151,44838.60002,5.474213933,14.20689574,6.183754873,1.297454546,243.2986939,33007,0.160950013,441,0.957625285,0.175302942,5.830034236,65.02334222,6.286621476,0,0,0,0,180542.4494,0
2024,2,CMP_002,183739.8584,112465.3251,71274.53338,51387.28085,708133.7701,365384.8824,342748.8877,59017.78027,9.033344578,14.99269077,7.256719425,1.066042504,319.3211302,27342,0.729372384,783,0.506838432,0.159304021,1.441763232,62.94122571,3.818858401,0,0,0,0,186926.5804,0
2024,3,CMP_002,189870.0334,119056.0622,70813.97122,61618.41814,737602.1764,478950.6619,258651.5145,59044.88131,7.629362122,23.8229489,8.353882365,1.851721854,295.8019435,6435,0.702849915,489,0.501152999,0.397178777,4.778128331,75.69875132,7.394430451,0,0,0,0,191417.3969,0
2024,4,CMP_002,186992.6555,122976.8458,64015.80974,50388.35948,553256.8305,235405.8444,317850.9861,54483.92365,22.36716847,15.85282465,9.107589226,0.740617002,451.1655811,9429,-0.650322745,898,0.952797528,0.825200767,5.664148201,63.04404778,5.825872184,0,0,0,0,193501.6876,0
2015,1,CMP_003,110821.3083,81413.90113,29407.40717,24402.41958,225562.989,122034.3738,103528.6152,24874.39287,5.449221848,23.57070026,10.81845017,1.178750179,290.9317235,43913,-0.080399152,641,0.484601587,0.754253544,5.33648426,67.43387621,5.44269742,0,0,0,0,116577.4994,0
2015,2,CMP_003,102175.202,89498.23392,12676.96807,4243.549,251891.6138,97814.81643,154076.7973,1849.837935,0.61487227,2.754177834,1.6846726,0.634844559,427.0476249,16422,0.584187268,702,0.449784649,0.194622512,3.574315456,70.35324381,8.620303165,0,0,0,0,110750.8896,0
2015,3,CMP_003,104960.0227,83225.66888,21734.35382,12837.15569,369520.1196,131121.9538,238398.1658,15866.80766,4.371112111,5.384754388,3.474007236,0.550012427,25.81797183,25817,0.258597612,692,0.801537112,0.959576644,4.414978307,62.74340497,6.383675912,0,0,0,0,106247.7468,0
2015,4,CMP_003,102372.6009,82581.6062,19790.99467,9152.67039,285512.327,138124.7845,147387.5425,15927.91855,1.013723718,6.209934867,3.205700604,0.937153725,478.5606495,33784,0.317384292,424,0.688134706,0.437603124,2.782694354,81.02178949,2.307410792,0,0,0,0,112453.0609,0
2016,1,CMP_003,108464.7786,86551.83816,21912.9404,7703.93663,231388.3548,117397.9381,113990.4166,4956.471643,1.008777472,6.758407294,3.329440083,1.029893053,265.866522,27724,-0.904338359,199,0.084792016,0.716323388,1.504590352,61.78141819,2.096867802,1,0,0,0,116926.8271,1
2016,2,CMP_003,103568.1604,79013.44312,24554.71723,16943.0772,227517.6336,128347.495,99170.13861,23408.66714,5.004722587,17.08485784,7.446929251,1.294215141,30.05358129,14279,0.029315173,336,0.295444777,0.769223148,5.372644982,69.54849099,3.645498098,0,0,0,0,108898.4107,0
2016,3,CMP_003,103953.9163,83445.25881,20508.65747,981.3258107,373966.769,155992.3151,217974.4539,10680.88075,0.152927514,0.450202211,0.262409896,0.71564494,299.5628759,48454,0.041536284,287,0.656478607,0.128095746,3.367872542,83.20209101,3.796924895,0,0,0,0,106152.5265,0
2016,4,CMP_003,105561.9849,84542.75697,21019.22789,11730.62605,383389.9265,247113.2098,136276.7167,19428.34113,1.265393455,8.607945898,3.059711598,1.813319368,141.0756897,29044,-0.557873257,637,0.841998553,0.728490677,6.435132125,76.40404594,3.419430156,0,1,1,0,112173.278,1
2017,1,CMP_003,106519.0347,82937.01935,23582.01532,7692.316669,387257.4771,149250.7924,238006.6848,10280.10706,0.897971376,3.23197505,1.986357171,0.627086556,371.7447415,4754,0.516370022,352,0.508360547,0.297548451,4.95515395,77.22213255,8.986583327,0,0,0,0,108824.0075,0
2017,2,CMP_003,102552.4384,80917.57764,21634.86072,8308.586482,355461.3745,194222.0263,161239.3482,6128.957501,1.978959968,5.152952163,2.337409091,1.204557252,396.2200566,20363,-0.989540773,601,0.83996398,0.832680469,1.0772213,78.73863711,8.069411121,0,0,0,0,108043.4175,0
2017,3,CMP_003,101394.516,83311.59184,18082.9242,7302.285959,333256.4342,204006.2289,129250.2053,5560.422425,3.259358196,5.649728713,2.19119129,1.578382243,338.2601622,14109,0.391236293,404,0.02907138,0.166885118,2.269234959,69.69183987,5.218616997,0,0,0,0,107414.3527,0
2017,4,CMP_003,101803.0368,83206.14404,18596.89275,4606.358266,326206.5839,100854.3088,225352.2751,4437.97833,0.684612599,2.044070007,1.412098496,0.447540673,91.51987335,43092,0.491850418,313,0.707680935,0.788614965,4.620883395,71.00497495,3.179620214,0,0,0,0,102142.9755,0
